NAME,BOARD,EMAIL,ADDRESS,CITY,PROVINCE,POSTAL_COD,PHONE_NO,FAX_NO,GRADES,POSTSECOND,DATA_SOURCE,ELEM,JUNIOR_H,SENIOR_H,long,lat
Chinook Winds Adventist Academy,Alberta Conference of 7th Day Adventist Church,reception@cwaa.net,10101 2 AV SW,Calgary,AB,T3B5T2,(403) 286-5686,,Elementary/Junior High/Senior High,N,N,Y,Y,Y,-114.2332662,51.0792342
Marshall Springs School,The Calgary School Division,marshallsprings@cbe.ab.ca,1100 EVERRIDGE DR SW,Calgary,AB,T2Y4X5,(403) 817-3528,,Elementary/Junior High,N,N,Y,Y,Y,-114.1123004,50.9114448
Senator Patrick Burns School,The Calgary School Division,senatorpatrickburns@cbe.ab.ca,2155 CHILCOTIN RD NW,Calgary,AB,T2L0X2,(403) 777-7400,,Elementary/Junior High,N,N,Y,Y,Y,-114.1155367,51.0882111
Hillhurst School,The Calgary School Division,hillhurst@cbe.ab.ca,1418 7 AV NW,Calgary,AB,T2N0Z2,(403) 777-6360,,Elementary,N,N,Y,N,N,-114.0931372,51.0592948
Arbour Lake Middle School,The Calgary School Division,ArbourLake@cbe.ab.ca,27 ARBOUR CREST DR NW,Calgary,AB,T3G4H3,(403) 777-7310,,Elementary/Junior High,N,N,Y,Y,Y,-114.2091772,51.134651
St. Mark Elementary School,The Calgary Roman Catholic Separate School Division,stmark@cssd.ab.ca,4589 MARBANK DR NE,Calgary,AB,T2A3V8,(403) 500-2068,,Elementary,N,N,Y,N,N,-113.9693478,51.0630324
Notre-Dame de la Paix,The Southern Francophone Education Region,ecolendp@francosud.ca,809 WILLINGDON BV SE,Calgary,AB,T2J2B7,(403) 271-5544,,Elementary,N,N,Y,N,N,-114.0433726,50.950917
Children's Village School,The Calgary School Division,ChildrensVillage@cbe.ab.ca,1210 RUSSET RD NE,Calgary,AB,T2E5L5,(403) 777-6114,,Elementary,N,N,Y,N,N,-114.0419644,51.0638688
Little Angels,Asasa Learning,,599 NORTHMOUNT DR NW,Calgary,AB,T2K3J6,(403) 285-9277,,Unknown,N,N,N,N,N,-114.0880221,51.0871733
St. Gianna School,The Calgary Roman Catholic Separate School Division,stgianna@cssd.ab.ca,800 AUBURN BAY BV SE,Calgary,AB,T3M0H7,(403) 500-2135,,Elementary,N,N,Y,N,N,-113.968031,50.8955137
Alberta Chung Wah School,Alberta Chung Wah School Society,office@albertachungwahschool.ca,328 CENTRE ST SE,Calgary,AB,T2G4X6,(403) 271-8033,,Senior High,N,N,N,N,N,-114.0617383,51.049565
Beddington Heights School,The Calgary School Division,beddingtonheights@cbe.ab.ca,95 BERMUDA RD NW,Calgary,AB,T3K2J6,(403) 777-6610,,Elementary,N,N,Y,N,N,-114.0793929,51.1317456
St. Joan of Arc Elementary/Junior High School,The Calgary Roman Catholic Separate School Division,st.joanofarc@cssd.ab.ca,7970 WENTWORTH DR SW,Calgary,AB,T3H0K2,(403) 500-2107,,Elementary/Junior High,N,N,Y,Y,Y,-114.2072404,51.0571247
Wildwood School,The Calgary School Division,wildwood@cbe.ab.ca,120 45 ST SW,Calgary,AB,T3C2B3,(403) 777-8430,,Elementary,N,N,Y,N,N,-114.1521166,51.0515895
Canadian Montessori School North,The Canadian Montessori School Ltd.,admin@calgarymontessorischool.com,1112 70 AV SW,Calgary,AB,T2V0P6,(403) 252-3281,,Unknown,N,N,N,N,N,-114.0882622,50.9907447
Society for Treatment of Autism,Society For Treatment of Autism (Calgary Region),,404 94 AV SE,Calgary,AB,T2J0E8,(403) 253-2291,,ECS,N,N,N,N,N,-114.0603795,50.9692356
Saddle Ridge School,The Calgary School Division,SaddleRidge@cbe.ab.ca,368 SADDLECREST BV NE,Calgary,AB,T3J5L6,(403) 777-6249,,Elementary,N,N,Y,N,N,-113.9368796,51.1368826
Marion Carson School,The Calgary School Division,MarionCarson@cbe.ab.ca,5315 VARSITY DR NW,Calgary,AB,T3A1A7,(403) 777-6050,,Elementary,N,N,Y,N,N,-114.1614063,51.0929166
Montessori School of Calgary,Montessori School of Calgary,info@msofc.ca,2201 CLIFF ST SW,Calgary,AB,T2S2G4,(403) 229-1011,,Elementary,N,N,Y,N,N,-114.0760776,51.033361
St. Isidore Online School,The Calgary Roman Catholic Separate School Division,stisidore@cssd.ab.ca,124 24 AV NE,Calgary,AB,T2E1W6,(403) 500-2138,,Elementary/Junior High,N,N,Y,Y,Y,-114.0611329,51.0744911
Annie Gale School,The Calgary School Division,anniegale@cbe.ab.ca,577 WHITERIDGE WY NE,Calgary,AB,T1Y4S8,(403) 777-7680,,Elementary/Junior High,N,N,Y,Y,Y,-113.9689428,51.0890726
National Sport School,The Palliser School Division,robert.jewan@pallisersd.ab.ca,149 CANADA OLYMPIC RD SW,Calgary,AB,T3B6B7,(403) 777-7329,,Junior High/Senior High,N,N,N,Y,Y,-114.2210265,51.0847948
Cecil Swanson School,The Calgary School Division,cecilswanson@cbe.ab.ca,4820 RUNDLEWOOD DR NE,Calgary,AB,T1Y5V9,(403) 777-6690,,Elementary,N,N,Y,N,N,-113.9675431,51.0741822
St. Maria Goretti Elementary School,The Calgary Roman Catholic Separate School Division,stmariagoretti@cssd.ab.ca,375 HAWKSTONE DR NW,Calgary,AB,T3G3T7,(403) 500-2099,,Elementary,N,N,Y,N,N,-114.1777507,51.1345242
Little Scholars Kindergarten,Little Scholars ECS Ltd.,info@littlescholarsdc.com,625 4 AV NE,Calgary,AB,,(403) 400-4760,,ECS,N,N,N,N,N,-114.0507343,51.0557965
River Valley School ECS,River Valley School Society,info@rivervalleyschool.ca,3127 BOWWOOD DR NW,Calgary,AB,T3B2E7,(403) 246-2275,,Unknown,N,N,N,N,N,-114.1743441,51.0794694
Renert School,The Renert School Foundation,info@renertschool.ca,14 ROYAL VISTA LI NW,Calgary,AB,T3R0K4,(587) 353-1053,,Elementary/Junior High/Senior High,N,N,Y,Y,Y,-114.2028365,51.151837
Sir John A Macdonald School,The Calgary School Division,sirjohnamacdonald@cbe.ab.ca,6600 4 ST NW,Calgary,AB,T2K1C2,(403) 777-7670,,Junior High,N,N,N,Y,Y,-114.0700457,51.111477
St. Damien School,The Calgary Roman Catholic Separate School Division,stdamien@cssd.ab.ca,3619 28 ST SE,Calgary,AB,T2B2J1,(403) 500-2073,,Elementary,N,N,Y,N,N,-113.9922281,51.0219202
Hugh A. Bennett School,The Calgary School Division,hughabennett@cbe.ab.ca,40 SADDLELAKE WY NE,Calgary,AB,T3J0V1,(403) 817-3560,,Elementary,N,N,Y,N,N,-113.9285483,51.131684
Our Lady of Lourdes,The Calgary Roman Catholic Separate School Division,ourladyoflourdes@cssd.ab.ca,1916 2 ST SW,Calgary,AB,T2S1S3,(403) 500-2002,,Elementary/Junior High,N,N,Y,Y,Y,-114.0681603,51.0356731
Kids Developmental Services Ltd.,Kids Developmental Services Ltd.,info@kidsds.org,76 WOODGROVE CR SW,Calgary,AB,T2W3Z1,(403) 452-6745,,ECS,N,N,N,N,N,-114.101546,50.9396291
Fairview School,The Calgary School Division,fairview@cbe.ab.ca,7840 FAIRMOUNT DR SE,Calgary,AB,T2H0Y1,(403) 777-7900,,Elementary/Junior High,N,N,Y,Y,Y,-114.05945,50.9839856
STEM Innovation Academy Middle School,STEM Innovation Academy Society,info@stemia.ca,1204 96 AV SW,Calgary,AB,T2V0Y1,(403) 259-4211,,Junior High,N,N,N,Y,Y,-114.0884791,50.96887
Glamorgan Community Kindergarten Society,Glamorgan Community Kindergarten Society,GCKindergarten1959@gmail.com,4715 45 ST SW,Calgary,AB,T3E3W5,(403) 249-5275,,ECS,N,N,N,N,N,-114.1532222,51.0121123
Holy Child School,The Calgary Roman Catholic Separate School Division,holychild@cssd.ab.ca,31 SILVERADO TC SW,Calgary,AB,T2X0K4,(403) 500-2130,,Elementary/Junior High,N,N,Y,Y,Y,-114.0831381,50.886183
Grant MacEwan School,The Calgary School Division,grantmacewan@cbe.ab.ca,180 FALSHIRE DR NE,Calgary,AB,T3J3A5,(403) 777-6930,,Elementary,N,N,Y,N,N,-113.9429503,51.1064276
Janus Academy,Janus Academy Society,janus.contact@janusacademy.org,2223 SPILLER RD SE,Calgary,AB,T2G4G9,(403) 262-3333,,Elementary,N,N,Y,N,N,-114.0457894,51.0331886
Rundle College Junior Senior High,Rundle College Society,contactus@rundle.ab.ca,7375 17 AV SW,Calgary,AB,T3H3W5,(403) 250-7180,,Junior High/Senior High,N,N,N,Y,Y,-114.1939221,51.0368941
Discovering Choices II,The Calgary School Division,discoveringchoices@cbe.ab.ca,433 MARLBOROUGH WY NE,Calgary,AB,T2A5H5,(403) 777-8384,,Senior High,N,N,N,N,N,-113.9784098,51.0553388
Alberta Ballet School,The Alberta Ballet Company,schoolreception@albertaballet.com,906 12 AV SW,Calgary,AB,T2R1K7,(403) 245-2274,,Junior High/Senior High,N,N,N,Y,Y,-114.082058,51.042251
Fish Creek School,The Calgary School Division,fishcreek@cbe.ab.ca,1039 SUNCASTLE DR SE,Calgary,AB,T2X2Z1,(403) 777-6400,,Elementary,N,N,Y,N,N,-114.0328114,50.9015051
Renfrew Educational Services-Janice McTighe Centre,Renfrew Educational Services Society,renfrew@renfreweducation.org,2050 21 ST NE,Calgary,AB,T2E6S5,(403) 291-5038,,Elementary,N,N,Y,N,N,-114.0082917,51.069617
Sherwood School,The Calgary School Division,sherwood@cbe.ab.ca,2011 66 AV SE,Calgary,AB,T2C1J4,(403) 777-7590,,Elementary/Junior High,N,N,Y,Y,Y,-114.0114784,50.9936967
Northwest Elementary Campus,Foundations for the Future Charter Academy Charter School Society,,719 44 AV NW,Calgary,AB,T2K0J5,(403) 282-5202,,Elementary,N,N,Y,N,N,-114.0780594,51.0931727
Bridlewood School,The Calgary School Division,,207 BRIDLERIDGE WY SW,Calgary,AB,T2Y0L4,,,Elementary,N,N,Y,N,N,-114.110662,50.9023836
Westmount Elementary School,Westmount Charter School Society,ecadmin@westmountcharter.com,728 32 ST NW,Calgary,AB,T2N2V9,(403) 217-0426,,Elementary,N,N,Y,N,N,-114.1314284,51.0581476
Dr. E. W. Coffin School,The Calgary School Division,drewcoffin@cbe.ab.ca,5615 BARRETT DR NW,Calgary,AB,T2L1W4,(403) 777-6190,,Elementary,N,N,Y,N,N,-114.1347991,51.1037526
Silver Springs School,The Calgary School Division,silversprings@cbe.ab.ca,7235 SILVER MEAD RD NW,Calgary,AB,T3B3V1,(403) 777-6070,,Elementary,N,N,Y,N,N,-114.1908255,51.1057102
Captain Nichola Goddard School,The Calgary School Division,CaptainNicholaGoddard@cbe.ab.ca,405 PANATELLA BV NW,Calgary,AB,T3K0P3,(403) 817-3300,,Elementary/Junior High,N,N,Y,Y,Y,-114.0886788,51.1624509
St. Bede Elementary School,The Calgary Roman Catholic Separate School Division,stbede@cssd.ab.ca,333 BERMUDA DR NW,Calgary,AB,T3K2J5,(403) 500-2082,,Elementary,N,N,Y,N,N,-114.082846,51.1316737
Prince of Wales School,The Calgary School Division,princeofwales@cbe.ab.ca,253 PARKLAND WY SE,Calgary,AB,T2J3Y9,(403) 777-6880,,Elementary,N,N,Y,N,N,-114.033308,50.9247642
Calgary Christian High School,The Palliser School Division,ccssoffice@pallisersd.ab.ca,5029 26 AV SW,Calgary,AB,T3E0R5,(403) 242-2896,,Junior High/Senior High,N,N,N,Y,Y,-114.1589411,51.0297634
St. Henry Elementary School,The Calgary Roman Catholic Separate School Division,sthenry@cssd.ab.ca,7423 10 ST NW,Calgary,AB,T2K1H5,(403) 500-2059,,Elementary,N,N,Y,N,N,-114.0801778,51.1175975
Nose Creek School,The Calgary School Division,,135 COVEPARK SQ NE,Calgary,AB,T3K5W9,(403) 817-3360,,Elementary/Junior High,N,N,Y,Y,Y,-114.0606997,51.1671496
Ahmadiyya Muslim School,Ahmadiyya Muslim Schools Society Alberta,info.calgary@ahmadiyyaschool.ca,4353 54 AV NE,Calgary,AB,T3J4L3,(403) 355-6313,,Elementary,N,N,Y,N,N,-113.9712639,51.1018352
All Saints School,The Calgary Roman Catholic Separate School Division,allsaints@cssd.ab.ca,729 LEGACY VILLAGE RD SE,Calgary,AB,T2X4K9,(403) 500-2133,,Senior High,N,N,N,N,N,-114.026745,50.8593273
Calgary Chinese Private School,The Calgary Chinese Public School Society,ccps@shaw.ca,128 2 AV SW,Calgary,AB,T2P0B9,(403) 264-2233,,Senior High,N,N,N,N,N,-114.0642879,51.0516146
Ranchlands Montessori Children's Centre,Montessori Education Preschool & ECS Institute of Alberta,admin@montcc.ca,170 RANCH GLEN DR NW,Calgary,AB,T3G1E8,(403) 255-8664,,ECS,N,N,N,N,N,-114.19334,51.1192342
Columbia College,Columbia College Calgary,registrar@columbia.ca,802 MANNING RD NE,Calgary,AB,T2E7N8,(403) 235-9300,,Junior High/Senior High,N,N,N,Y,Y,-114.018022,51.0570018
Rundle School,The Calgary School Division,rundle@cbe.ab.ca,4120 RUNDLEHORN DR NE,Calgary,AB,T1Y4W9,(403) 777-6760,,Elementary,N,N,Y,N,N,-113.9737217,51.0711823
Maria Montessori School - cSPACE King Edward Location,"Maria Montessori Education Centre of Calgary, Ltd.",info@mmec.ca,1721 29 AV SW,Calgary,AB,T2T6T7,(403) 668-8538,,Unknown,N,N,N,N,N,-114.1008834,51.0272699
Horizon Leadership Academy,The Palliser School Division,horizon@pallisersd.ab.ca,2452 BATTLEFORD AV SW,Calgary,AB,T3E7K9,(403) 460-1746,,Elementary/Junior High,N,N,Y,Y,Y,-114.1190467,51.0176444
Wilma Hansen School,The Calgary School Division,wilmahansen@cbe.ab.ca,963 QUEENSLAND DR SE,Calgary,AB,,(403) 777-7430,,Elementary/Junior High,N,N,Y,Y,Y,-114.0188704,50.9322873
Balmoral School,The Calgary School Division,balmoral@cbe.ab.ca,220 16 AV NW,Calgary,AB,T2M0H4,(403) 777-7330,,Elementary/Junior High,N,N,Y,Y,Y,-114.0664802,51.0678818
North Haven School,The Calgary School Division,northhaven@cbe.ab.ca,4922 NORTH HAVEN DR NW,Calgary,AB,T2K2K2,(403) 777-6220,,Elementary,N,N,Y,N,N,-114.0866128,51.0975091
St. Sebastian Elementary School,The Calgary Roman Catholic Separate School Division,stsebastian@cssd.ab.ca,65 CHAPARRAL DR SE,Calgary,AB,T2X0E6,(403) 500-2116,,Elementary,N,N,Y,N,N,-114.029127,50.8848431
Calgary Academy,Calgary Academy Society,info@calgaryacademy.com,1677 93 ST SW,Calgary,AB,T3H0R3,(403) 686-6444,,Elementary/Junior High/Senior High,N,N,Y,Y,Y,-114.2242479,51.0394301
Annie Foote School,The Calgary School Division,anniefoote@cbe.ab.ca,6320 TEMPLE DR NE,Calgary,AB,T1Y5V5,(403) 777-6680,,Elementary,N,N,Y,N,N,-113.9403303,51.0859886
Holy Name (Bilingual) School,The Calgary Roman Catholic Separate School Division,holyname@cssd.ab.ca,3011 35 ST SW,Calgary,AB,T3E2Y7,(403) 500-2006,,Elementary,N,N,Y,N,N,-114.1390036,51.0282719
Monterey Park School,The Calgary School Division,montereypark@cbe.ab.ca,7400 CALIFORNIA BV NE,Calgary,AB,T1Y6R2,(403) 777-7233,,Elementary,N,N,Y,N,N,-113.9304829,51.0774247
Nickle School,The Calgary School Division,nickle@cbe.ab.ca,2500 LAKE BONAVISTA DR SE,Calgary,AB,T2J2Y6,(403) 777-7720,,Elementary/Junior High,N,N,Y,Y,Y,-114.0614348,50.9407367
Griffith Woods School,The Calgary School Division,griffithwoods@cbe.ab.ca,7652 26 AV SW,Calgary,AB,T3H3X2,(403) 817-3572,,Elementary/Junior High,N,N,Y,Y,Y,-114.194747,51.0309794
Glenmeadows School,The Calgary School Division,glenmeadows@cbe.ab.ca,4931 GROVE HILL RD SW,Calgary,AB,T3E4G4,(403) 777-5235,,Elementary,N,N,Y,N,N,-114.1589291,51.0348618
Getting Ready For Inclusion To,G.R.I.T. (Getting Ready for Inclusion Today) Calgary Society,annette@gritcalgarysociety.com,#100 4615 112 AV SE,Calgary,AB,T2C5J3,(403) 215-2444,,ECS,N,N,N,N,N,-113.9700018,50.9514223
Henry Wise Wood High School,The Calgary School Division,henrywisewood@cbe.ab.ca,910 75 AV SW,Calgary,AB,T2V0S6,(403) 253-2261,,Senior High,N,N,N,N,N,-114.0846844,50.9863406
Collingwood School,The Calgary School Division,collingwood@cbe.ab.ca,3826 COLLINGWOOD DR NW,Calgary,AB,T2L0R6,(403) 777-6180,,Elementary,N,N,Y,N,N,-114.1032575,51.0857819
Sunnyside School,The Calgary School Division,sunnyside@cbe.ab.ca,211 7 ST NW,Calgary,AB,T2N1S2,(403) 777-6390,,Elementary,N,N,Y,N,N,-114.0795441,51.0565624
Sunalta School,The Calgary School Division,sunalta@cbe.ab.ca,536 SONORA AV SW,Calgary,AB,T3C2J9,(403) 777-8590,,Elementary,N,N,Y,N,N,-114.1108977,51.0413434
Holy Angels School,The Calgary Roman Catholic Separate School Division,holyangels@cssd.ab.ca,275 RIVERGLEN DR SE,Calgary,AB,T2C3T5,(403) 500-2101,,Elementary,N,N,Y,N,N,-114.0100177,50.9740953
Briar Hill School,The Calgary School Division,briarhill@cbe.ab.ca,1233 21 ST NW,Calgary,AB,T2N2L8,(403) 777-6140,,Elementary,N,N,Y,N,N,-114.1114185,51.0631133
Our Lady of the Evergreens Catholic School,The Calgary Roman Catholic Separate School Division,ourladyevergreens@cssd.ab.ca,322 EVERRIDGE DR SW,Calgary,AB,T2Y0L5,(403) 500-2120,,Elementary,N,N,Y,N,N,-114.1221942,50.9143738
St. Joseph Elementary Junior High School,The Calgary Roman Catholic Separate School Division,stjoseph@cssd.ab.ca,2512 5 ST NW,Calgary,AB,T2M3C7,(403) 500-2009,,Elementary/Junior High,N,N,Y,Y,Y,-114.0733169,51.0747866
Foothills Academy,Foothills Academy Society,kimmclean@foothillsacademy.org,745 37 ST NW,Calgary,AB,T2N4T1,(403) 270-9400,,Elementary/Junior High/Senior High,N,N,Y,Y,Y,-114.1423066,51.0640722
Project Trust,The Calgary School Division,discoveringchoices@cbe.ab.ca,2282 9 ST NW,Calgary,AB,T2M4P6,(403) 777-6107,,Senior High,N,N,N,N,N,-114.0828403,51.0720702
Earl Grey School,The Calgary School Division,earlgrey@cbe.ab.ca,845 HILLCREST AV SW,Calgary,AB,T2T0Z1,(403) 777-8570,,Elementary,N,N,Y,N,N,-114.0826538,51.0308745
Lakeshore School,The Calgary School Division,Lakeshore@cbe.ab.ca,430 AUBURN BAY DR SE,Calgary,AB,T3M1P6,(403) 817-3440,,Unknown,N,N,N,N,N,-113.953794,50.8959118
University Day Care Centre,University Child Care Centre Society,ucccecs@ucalgary.ca,450 CAMPUS PL NW,Calgary,AB,,(403) 210-7682,,ECS,N,N,N,N,N,-114.124606,51.0783496
Calgary International Academy ECS,Calgary International Academy Ltd,info@ciacademy.ca,33 SADDLECREEK CV NE,Calgary,AB,T3J4A3,(403) 991-7534,,ECS,N,N,N,N,N,-113.9527894,51.1258883
Ascension of Our Lord,The Calgary Roman Catholic Separate School Division,,509 HARVEST HILLS DR NE,Calgary,AB,T3K4G9,(403) 500-2075,,Elementary/Junior High,N,N,Y,Y,Y,-114.0596888,51.1469569
Vincent Massey School,The Calgary School Division,vincentmassey@cbe.ab.ca,939 45 ST SW,Calgary,AB,T3C2B9,(403) 777-7870,,Junior High,N,N,N,Y,Y,-114.1534231,51.0440373
Ranchlands School,The Calgary School Division,ranchlands@cbe.ab.ca,610 RANCHLANDS BV NW,Calgary,AB,T3G2C5,(403) 777-6350,,Elementary,N,N,Y,N,N,-114.1792097,51.1187048
Pacekids Programs South,Pacekids Society for Kids with Special Needs,info@pacekids.ca,5211 MACLEOD TR SW,Calgary,AB,T2H0J3,(403) 234-7876,,ECS,N,N,N,N,N,-114.0690521,51.0080697
St. Jean Brebeuf School,The Calgary Roman Catholic Separate School Division,stjeanbrebeuf@cssd.ab.ca,5030 NORTHLAND DR NW,Calgary,AB,T2L2J6,(403) 500-2046,,Junior High,N,N,N,Y,Y,-114.1402289,51.0978934
Dr. Oakley School,The Calgary School Division,droakley@cbe.ab.ca,3904 20 ST SW,Calgary,AB,T2T4Z9,(403) 777-8300,,Elementary/Junior High/Senior High,N,N,Y,Y,Y,-114.1084354,51.0192722
Buffalo Rubbing Stone School,The Calgary School Division,buffalorubbingstone@cbe.ab.ca,1308 PANATELLA BV NW,Calgary,AB,T3K0X2,(403) 817-3536,,Elementary,N,N,Y,N,N,-114.0873685,51.1683524
Evergreen School,The Calgary School Division,,367 EVERSTONE DR SW,Calgary,AB,T2Y0L3,,,Elementary,N,N,Y,N,N,-114.1065198,50.9169239
Thorncliffe School,The Calgary School Division,thorncliffe@cbe.ab.ca,5646 THORNTON RD NW,Calgary,AB,T2K3B9,(403) 777-6670,,Elementary,N,N,Y,N,N,-114.0670966,51.1023231
Jennie Elliott School,The Calgary School Division,jennieelliott@cbe.ab.ca,3031 LINDSAY DR SW,Calgary,AB,T3E6A9,(403) 777-8350,,Elementary,N,N,Y,N,N,-114.1272286,50.9961296
I'm For Kids Team,I'm For Kids Team Ltd.,wendy@imforkids.org,20 INVERNESS SQ SE,Calgary,AB,T2Z2V6,(403) 236-8919,,ECS,N,N,N,N,N,-113.9694617,50.91305
Cambrian Heights School,The Calgary School Division,cambrianheights@cbe.ab.ca,640 NORTHMOUNT DR NW,Calgary,AB,T2K3J5,(403) 777-6150,,Elementary,N,N,Y,N,N,-114.0879744,51.0853517
Erin Woods School,The Calgary School Division,erinwoods@cbe.ab.ca,25 ERIN PARK DR SE,Calgary,AB,T2B2Z9,(403) 777-8140,,Elementary,N,N,Y,N,N,-113.9657774,51.0226997
AMBROSE UNIVERSITY,,,150 AMBROSE CI SW,Calgary,AB,T3H0L5,(403) 410-2000,,,Y,Y,,,,-114.1930498,51.033707
Glendale School,The Calgary School Division,glendale@cbe.ab.ca,2415 KELWOOD DR SW,Calgary,AB,T3E3Z8,(403) 777-8330,,Elementary,N,N,Y,N,N,-114.14558,51.0324672
Vista Virtual School - Calgary Writing Centre,The Pembina Hills School Division,steven.kaplan@pembinahills.ca,363 58 AV SE,Calgary,AB,,(855) 974-5333,,Unknown,N,N,N,N,N,-114.0576597,51.0004854
Mahogany School,The Calgary School Division,Mahogany@cbe.ab.ca,,Calgary,AB,,(403) 817-3448,,Unknown,N,N,N,N,N,-113.926494,50.9025509
Buchanan School,The Calgary School Division,buchanan@cbe.ab.ca,3717 CENTRE ST NW,Calgary,AB,T2E2Y2,(403) 777-6260,,Elementary,N,N,Y,N,N,-114.0631478,51.0856297
FFCA South High School Campus,Foundations for the Future Charter Academy Charter School Society,wanda.amundson@ffca-calgary.com,315 86 AV SE,Calgary,AB,T2H1Z2,(587) 794-4250,,Junior High/Senior High,N,N,N,Y,Y,-114.0650625,50.9753211
Wood's Homes School,The Calgary School Division,woodshomes@cbe.ab.ca,9400 48 AV NW,Calgary,AB,T3B2B2,(403) 270-1751,,Elementary/Junior High/Senior High,N,N,Y,Y,Y,-114.2242283,51.0960981
Alex Munro School,The Calgary School Division,alexmunro@cbe.ab.ca,427 78 AV NE,Calgary,AB,T2K0R9,(403) 777-6600,,Elementary,N,N,Y,N,N,-114.0613952,51.1206474
Horizon Heritage Arabic School,Horizon Academy Institute,,1620 37 ST SW,Calgary,AB,T3C3P1,(403) 826-4655,,Senior High,N,N,N,N,N,-114.1398144,51.0396737
Ernest Manning High School,The Calgary School Division,ernestmanning@cbe.ab.ca,20 SPRINGBOROUGH BV SW,Calgary,AB,T3H0N7,(403) 249-3131,,Senior High,N,N,N,N,N,-114.1892353,51.035957
Monsignor A. J. Hetherington Elementary School,The Calgary Roman Catholic Separate School Division,msgrhetherington@cssd.ab.ca,4 CORAL SPRINGS BV NE,Calgary,AB,T3J3J3,(403) 500-2036,,Elementary,N,N,Y,N,N,-113.9340476,51.0995523
St. Isabella School,The Calgary Roman Catholic Separate School Division,stisabella@cssd.ab.ca,855 COPPERFIELD BV SE,Calgary,AB,T2Z4W8,(403) 500-2123,,Elementary/Junior High,N,N,Y,Y,Y,-113.935989,50.9105832
Our Lady of the Rosary School,The Calgary Roman Catholic Separate School Division,ourladyrosary@cssd.ab.ca,41 CRANSTON GA SE,Calgary,AB,T3M0W7,(403) 500-2126,,Elementary,N,N,Y,N,N,-113.9682061,50.8744292
James Fowler High School,The Calgary School Division,jamesfowler@cbe.ab.ca,4004 4 ST NW,Calgary,AB,T2K1A1,(403) 230-4743,,Senior High,N,N,N,N,N,-114.0705163,51.0865321
"Calgary Islamic School, Akram Jomaa Campus",The Palliser School Division,,2612 37 AV NE,Calgary,AB,T1Y5L2,(403) 248-2773,,Elementary/Junior High/Senior High,N,N,Y,Y,Y,-114.0004774,51.0875899
James Short Memorial School,The Calgary School Division,jamesshortmemorial@cbe.ab.ca,6333 5 AV SE,Calgary,AB,T2A3V7,(403) 777-8170,,Elementary,N,N,Y,N,N,-113.9427983,51.0478605
Monsignor J. J. O'Brien,The Calgary Roman Catholic Separate School Division,msgrobrien@cssd.ab.ca,99 BRIDLEWOOD RD SW,Calgary,AB,T2Y4J5,(403) 500-2104,,Elementary/Junior High,N,N,Y,Y,Y,-114.1038587,50.9015663
Father James Whelihan,The Calgary Roman Catholic Separate School Division,fatherwhelihan@cssd.ab.ca,70 SUNMILLS DR SE,Calgary,AB,T2X2R5,(403) 500-2087,,Elementary/Junior High,N,N,Y,Y,Y,-114.0470194,50.9045243
St. Thomas Aquinas School,The Calgary Roman Catholic Separate School Division,stthomasaquinas@cssd.ab.ca,4540 26 AV SW,Calgary,AB,T3E0R1,(403) 500-2027,,Elementary,N,N,Y,N,N,-114.1518544,51.0309722
Crescent Heights High School,The Calgary School Division,crescentheights@cbe.ab.ca,1019 1 ST NW,Calgary,AB,T2M2S2,(403) 276-5521,,Senior High,N,N,N,N,N,-114.0660914,51.0614898
St. Brigid,The Calgary Roman Catholic Separate School Division,stbrigid@cssd.ab.ca,730 CITADEL WY NW,Calgary,AB,T3G5S6,(403) 500-2113,,Elementary/Junior High,N,N,Y,Y,Y,-114.1877229,51.1463403
John G Diefenbaker High School,The Calgary School Division,johngdiefenbaker@cbe.ab.ca,6620 4 ST NW,Calgary,AB,T2K1C2,(403) 274-2240,,Senior High,N,N,N,N,N,-114.0701312,51.1127974
Our Lady of Fatima,The Calgary Roman Catholic Separate School Division,ourladyoffatima@cssd.ab.ca,6320 TARALEA PA NE,Calgary,AB,T3J5C4,(403) 500-2112,,Elementary,N,N,Y,N,N,-113.9379102,51.1163217
Trinity Christian School,The Palliser School Division,,295 MIDPARK WY SE,Calgary,AB,T2X2A8,(403) 254-6682,,Elementary/Junior High,N,N,Y,Y,Y,-114.0622404,50.9093282
Providence Children's Centre - Midnapore,Providence Child Development Society,general@providencechildren.com,14707 BANNISTER RD SE,Calgary,AB,T2X1Z2,(403) 255-5577,,ECS,N,N,N,N,N,-114.0697392,50.9209202
Italian School of Calgary,Centro Linguistico E Culturale Italiano Calgary,clcic@shaw.ca,416 1 AV NE,Calgary,AB,T2E0B4,(403) 264-6349,,Junior High/Senior High,N,N,N,Y,Y,-114.0531472,51.0537463
Janet Johnstone School,The Calgary School Division,janetjohnstone@cbe.ab.ca,224 SHAWNESSY DR SW,Calgary,AB,T2Y1M1,(403) 777-8670,,Elementary,N,N,Y,N,N,-114.080086,50.9093693
O. S. Geiger School,The Calgary School Division,osgeiger@cbe.ab.ca,100 CASTLEBROOK DR NE,Calgary,AB,T3J2J4,(403) 777-6950,,Elementary,N,N,Y,N,N,-113.9615405,51.1048865
CUPS Child Development Centre,CUPS Calgary Society,grantk@cupscalgary.com,622 11 AV SW,Calgary,AB,T2R0E2,(403) 390-3441,,ECS,N,N,N,N,N,-114.0753473,51.0430083
